,Column,Nid,Date,Region,Location Name or Route,dt,match,score,latitute,longitude,m_sName,m_iID,m_sAliasTo,m_sNote,m_sCanyon,m_sElevation,m_sViewHeading,m_sViewDistance,slope_x,aspect_x,avy_elevat_x,slope_y,aspect_y,avy_elevat_y
1466,2495,17774,03/2/2011,Salt Lake,pinkpine ridge,2011-03-02,pink pine ridge,97,40.558374,-111.692758,pink pine ridge,3529,,,Little Cottonwood Canyon,-1,165,2200,30.5594,277.71854,2808.14233,30.5594,277.71854,2808.14233
1467,2496,17775,03/2/2011,Salt Lake,maybird gulch- obelisque,2011-03-02,maybird gulch,90,40.55597,-111.707315,maybird gulch,3665,,,Little Cottonwood Canyon,-1,170,3000,20.05703,3.65349,2727.32324,20.05703,3.65349,2727.32324
1468,2497,17778,03/2/2011,Salt Lake,y couloir,2011-03-02,y couloir,100,40.562989,-111.726198,y couloir,3755,,,Little Cottonwood Canyon,-1,170,1300,43.86303,5.52954,2515.20508,43.86303,5.52954,2515.20508
1470,2500,17770,03/1/2011,Salt Lake,mineral basin,2011-03-01,mineral basin,100,40.554596,-111.634546,mineral basin,6268,,,Utah County,-1,275,2200,15.33095,80.9109,2887.1958,15.33095,80.9109,2887.1958
1472,2508,17763,02/28/2011,Salt Lake,figure 8 hill,2011-02-28,figure 8 hill,100,40.591986,-111.604368,figure 8 hill,2421,,,Big Cottonwood Canyon,-1,215,500,17.12647,38.44624,3020.9751,17.12647,38.44624,3020.9751
1473,2509,17764,02/28/2011,Salt Lake,tuscarora,2011-02-28,mt. tuscarora,95,40.584314,-111.59871,mt. tuscarora,2372,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10640,250,2000,31.71102,220.09541,3221.57812,31.71102,220.09541,3221.57812
1474,2510,17769,02/28/2011,Salt Lake,corn bowl adjacent to square top ,2011-02-28,corn bowl,90,40.670233,-111.601245,corn bowl,5045,,,Summit County,-1,335,800,22.55042,174.64038,2923.45117,22.55042,174.64038,2923.45117
1475,2511,17754,02/28/2011,Salt Lake,kessler,2011-02-28,east couloir (kessler),90,40.6255,-111.6679,east couloir (kessler),2759,,,Big Cottonwood Canyon,-1,255,1500,28.30848,76.33945,3143.6377,28.30848,76.33945,3143.6377
1476,2513,17758,02/27/2011,Salt Lake,little water peak - east face,2011-02-27,little water peak,90,40.6719,-111.6277,little water peak,1161,,,Mill Creek Canyon;Big Cottonwood Canyon,9605,130,2000,9.55288,235.15984,2912.62915,9.55288,235.15984,2912.62915
1477,2519,17760,02/26/2011,Salt Lake,alexander basin,2011-02-26,alexander basin,100,40.681283,-111.677406,alexander basin,1245,,,Mill Creek Canyon,-1,185,3000,15.71047,42.07593,2568.22681,15.71047,42.07593,2568.22681
1478,2522,17765,02/26/2011,Salt Lake,little water,2011-02-26,little water (run),95,40.672234,-111.626171,little water (run),1167,Fire Water,,Mill Creek Canyon,-1,220,1300,33.93555,56.07226,2878.27124,33.93555,56.07226,2878.27124
1479,2524,17783,02/26/2011,Salt Lake,mill b south,2011-02-26,mill b south fork,95,40.615672,-111.707604,mill b south fork,2850,,,Big Cottonwood Canyon,-1,160,2500,25.59264,44.11208,2298.20654,25.59264,44.11208,2298.20654
1481,2529,17742,02/23/2011,Salt Lake,argenta,2011-02-23,argenta,100,40.630992,-111.672629,argenta,2767,,,Big Cottonwood Canyon,-1,180,3000,26.4268,6.6536,2708.50903,26.4268,6.6536,2708.50903
1483,2536,17731,02/21/2011,Salt Lake,lambs canyon,2011-02-21,lambs canyon,100,40.721185,-111.658044,lambs canyon,4500,,,Lambs Canyon,-1,130,5000,11.83969,1.63531,2018.70813,11.83969,1.63531,2018.70813
1486,2543,17741,02/20/2011,Salt Lake,broads fork,2011-02-20,broads fork,100,40.617894,-111.720238,broads fork,2895,,,Big Cottonwood Canyon,-1,160,2500,17.49144,351.94379,2350.58154,17.49144,351.94379,2350.58154
1489,2546,17729,02/20/2011,Salt Lake,lambs canyon,2011-02-20,lambs canyon,100,40.721185,-111.658044,lambs canyon,4500,,,Lambs Canyon,-1,130,5000,11.83969,1.63531,2018.70813,11.83969,1.63531,2018.70813
1490,2547,17730,02/20/2011,Salt Lake,mt. aire periphery,2011-02-20,mt. aire,90,40.719946,-111.695162,mt. aire,1085,,,Mill Creek Canyon,8621,0,2000,11.84416,255.84695,2622.38232,11.84416,255.84695,2622.38232
1494,2558,17719,02/19/2011,Salt Lake,nw facing east bowl of silver fork,2011-02-19,east bowl,90,40.602544,-111.617177,east bowl,2541,,,Big Cottonwood Canyon,-1,135,2000,22.76563,276.34558,2995.64502,22.76563,276.34558,2995.64502
1495,2559,17720,02/19/2011,Salt Lake,short swing in mill d north,2011-02-19,short swing,90,40.650953,-111.626189,short swing,2124,,,Big Cottonwood Canyon,-1,120,1000,24.58602,309.6181,2655.44751,24.58602,309.6181,2655.44751
1496,2562,17713,02/16/2011,Salt Lake,mill creek,2011-02-16,head of mill creek,90,40.679734,-111.60447,head of mill creek,1124,,,Mill Creek Canyon,-1,110,1800,21.94003,350.94699,2797.32153,21.94003,350.94699,2797.32153
1497,2563,17708,02/14/2011,Salt Lake,bells canyon,2011-02-14,bells canyon,100,40.560433,-111.765325,bells canyon,4120,,,Salt Lake Valley,-1,105,3100,14.80718,310.79657,2155.20532,14.80718,310.79657,2155.20532
1498,2564,17709,02/14/2011,Salt Lake,white pine,2011-02-14,white pine,100,40.584078,-111.691215,white pine,3071,,Don't confuse this with LF White Pine Fork LF on the south side of the road.,Little Cottonwood Canyon,-1,345,2000,45.19536,151.57095,2869.50684,45.19536,151.57095,2869.50684
1499,2570,17700,02/8/2011,Salt Lake,west monitor,2011-02-08,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
1500,2571,17701,02/8/2011,Salt Lake,snake creek/ant knoll vicinity,2011-02-08,snake creek,90,40.569477,-111.5661,snake creek,5525,,,Wasatch County,-1,295,2000,21.01562,39.19556,2471.23535,21.01562,39.19556,2471.23535
1501,2573,17703,02/8/2011,Salt Lake,lcc,2011-02-08,digital sign (lcc),90,40.57238,-111.776194,digital sign (lcc),3000,,,Little Cottonwood Canyon,5390,120,300,7.55831,248.65361,1642.31396,7.55831,248.65361,1642.31396
1502,2576,17694,02/6/2011,Salt Lake,brighton resort    snake creek,2011-02-06,snake creek,90,40.569477,-111.5661,snake creek,5525,,,Wasatch County,-1,295,2000,21.01562,39.19556,2471.23535,21.01562,39.19556,2471.23535
1504,2578,17696,02/6/2011,Salt Lake,south facing side of mt. wolverine,2011-02-06,mt. wolverine,90,40.585397,-111.603445,mt. wolverine,2423,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10795,240,1500,23.5677,289.96848,3246.24683,23.5677,289.96848,3246.24683
1506,2581,17698,02/5/2011,Salt Lake,mt. aire,2011-02-05,mt. aire,100,40.719946,-111.695162,mt. aire,1085,,,Mill Creek Canyon,8621,0,2000,11.84416,255.84695,2622.38232,11.84416,255.84695,2622.38232
1507,2584,17688,02/3/2011,Salt Lake,tri county peak between park city and brighton,2011-02-03,tri-county peak,90,40.609381,-111.55311,tri-county peak,2226,,,Summit County;Big Cottonwood Canyon;Wasatch County,10026,25,1200,13.7509,291.32642,3037.97266,13.7509,291.32642,3037.97266
1509,2586,17690,02/3/2011,Salt Lake,upper days,2011-02-03,upper days,100,40.60245,-111.643407,upper days,2605,,,Big Cottonwood Canyon,-1,260,1300,35.85919,103.09418,3094.06104,35.85919,103.09418,3094.06104
1510,2587,17687,02/1/2011,Salt Lake,pink pine,2011-02-01,pink pine,100,40.563176,-111.692113,pink pine,3532,,This entire slope LF (north of Rainbow Peak) LF is usually called Pink Pine.,Little Cottonwood Canyon,-1,235,1400,28.94949,48.88452,2629.67578,28.94949,48.88452,2629.67578
1511,2588,17685,01/30/2011,Salt Lake,white pine,2011-01-30,white pine,100,40.584078,-111.691215,white pine,3071,,Don't confuse this with LF White Pine Fork LF on the south side of the road.,Little Cottonwood Canyon,-1,345,2000,45.19536,151.57095,2869.50684,45.19536,151.57095,2869.50684
1512,2591,17684,01/28/2011,Salt Lake,benson and hedges - days fork,2011-01-28,days fork,90,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
1513,2597,17674,01/26/2011,Salt Lake,little superior right,2011-01-26,little superior,95,40.59317,-111.661559,little superior,3111,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10489,320,700,29.18239,319.31097,3172.38867,29.18239,319.31097,3172.38867
1514,2599,17670,01/24/2011,Salt Lake,snake creek,2011-01-24,snake creek,100,40.569477,-111.5661,snake creek,5525,,,Wasatch County,-1,295,2000,21.01562,39.19556,2471.23535,21.01562,39.19556,2471.23535
1515,2605,17659,01/22/2011,Salt Lake,kessler,2011-01-22,east couloir (kessler),90,40.6255,-111.6679,east couloir (kessler),2759,,,Big Cottonwood Canyon,-1,255,1500,28.30848,76.33945,3143.6377,28.30848,76.33945,3143.6377
1516,2606,17660,01/22/2011,Salt Lake,white pine canyon- lake peak,2011-01-22,lake peak,90,40.540997,-111.68386,lake peak,3518,No Name Peak,,Little Cottonwood Canyon,10718,175,2100,33.82166,254.35515,3226.83643,33.82166,254.35515,3226.83643
1518,2609,17663,01/22/2011,Salt Lake,pine cone ridge into white pine canyon aka fat city,2011-01-22,pine cone ridge,90,40.619633,-111.55751,pine cone ridge,2210,,,Big Cottonwood Canyon;Summit County,9900,25,2000,24.78426,220.22334,3004.33081,24.78426,220.22334,3004.33081
1519,2610,17664,01/22/2011,Salt Lake,south monitor,2011-01-22,south monitor,100,40.63419,-111.573742,south monitor,5228,,,Summit County,-1,230,1500,32.90428,88.92542,2941.15845,32.90428,88.92542,2941.15845
1520,2611,17665,01/22/2011,Salt Lake,south monitor,2011-01-22,south monitor,100,40.63419,-111.573742,south monitor,5228,,,Summit County,-1,230,1500,32.90428,88.92542,2941.15845,32.90428,88.92542,2941.15845
1521,2616,17655,01/21/2011,Salt Lake,wolverine cirque,2011-01-21,wolverine cirque,100,40.587035,-111.605933,wolverine cirque,2455,,,Big Cottonwood Canyon,-1,195,700,23.43305,48.76762,3131.92773,23.43305,48.76762,3131.92773
1522,2620,17654,01/19/2011,Salt Lake,days draw,2011-01-19,days draw,100,40.615634,-111.642791,days draw,2616,,,Big Cottonwood Canyon,-1,220,1100,33.02547,41.41787,2889.95483,33.02547,41.41787,2889.95483
1523,2623,17648,01/17/2011,Salt Lake,alexander basin,2011-01-17,alexander basin,100,40.681283,-111.677406,alexander basin,1245,,,Mill Creek Canyon,-1,185,3000,15.71047,42.07593,2568.22681,15.71047,42.07593,2568.22681
1524,2627,17636,01/17/2011,Salt Lake,north of stupid chute,2011-01-17,stupid chute,90,40.588604,-111.601201,stupid chute,2430,,,Big Cottonwood Canyon,-1,180,500,40.6875,3.82161,3177.05127,40.6875,3.82161,3177.05127
1525,2635,17633,01/16/2011,Salt Lake,"north-facing, west ridge of reynolds peak",2011-01-16,reynolds peak,90,40.662038,-111.645667,reynolds peak,2103,,,Big Cottonwood Canyon,9422,5,3000,19.4631,206.88184,2860.59937,19.4631,206.88184,2860.59937
1526,2638,17628,01/15/2011,Salt Lake,scott hill/white pine canyon area,2011-01-15,scott hill,90,40.624184,-111.56753,scott hill,2207,,,Big Cottonwood Canyon;Summit County,10116,50,2000,37.20515,271.76587,3035.7644,37.20515,271.76587,3035.7644
1527,2641,17634,01/15/2011,Salt Lake,mill d north,2011-01-15,mill d north fork,95,40.650037,-111.635567,mill d north fork,2115,,,Big Cottonwood Canyon,-1,60,2000,7.82669,271.92572,2340.5896,7.82669,271.92572,2340.5896
1528,2642,17627,01/14/2011,Salt Lake,y couloir,2011-01-14,y couloir,100,40.562989,-111.726198,y couloir,3755,,,Little Cottonwood Canyon,-1,170,1300,43.86303,5.52954,2515.20508,43.86303,5.52954,2515.20508
1530,2647,17623,01/14/2011,Salt Lake,porter fork,2011-01-14,porter fork,100,40.687781,-111.710983,porter fork,1270,,,Mill Creek Canyon,-1,170,3500,16.14771,10.1069,2016.19702,16.14771,10.1069,2016.19702
1532,2649,17625,01/14/2011,Salt Lake,reynolds to soldier and wilson into alexander basin into mill creek,2011-01-14,alexander basin,90,40.681283,-111.677406,alexander basin,1245,,,Mill Creek Canyon,-1,185,3000,15.71047,42.07593,2568.22681,15.71047,42.07593,2568.22681
1533,2650,17626,01/14/2011,Salt Lake,mid alexander basin,2011-01-14,alexander basin,95,40.681283,-111.677406,alexander basin,1245,,,Mill Creek Canyon,-1,185,3000,15.71047,42.07593,2568.22681,15.71047,42.07593,2568.22681
1534,2656,17615,01/9/2011,Salt Lake,powder park,2011-01-09,powder park 1,95,40.664996,-111.61271,powder park 1,2120,,,Big Cottonwood Canyon,-1,135,1500,34.56745,16.94295,2785.20264,34.56745,16.94295,2785.20264
1535,2657,17612,01/6/2011,Salt Lake,mt. superior,2011-01-06,superior,90,40.592166,-111.666973,superior,2854,,,Big Cottonwood Canyon;Little Cottonwood Canyon,11050,295,1500,20.04864,230.25876,3347.46851,20.04864,230.25876,3347.46851
1537,2668,17585,12/31/2010,Salt Lake,davenport hill,2010-12-31,davenport hill,100,40.599614,-111.622198,davenport hill,3166,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10120,210,1000,32.31819,289.51379,3053.93335,32.31819,289.51379,3053.93335
1538,2669,17586,12/31/2010,Salt Lake,west hellgate,2010-12-31,east hellgate,92,40.591842,-111.648443,east hellgate,3131,,,Little Cottonwood Canyon,-1,350,1500,30.08433,144.91263,2930.81348,30.08433,144.91263,2930.81348
1542,2676,17579,12/30/2010,Salt Lake,flagstaff,2010-12-30,false flagstaff,90,40.598945,-111.6421,false flagstaff,3156,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10300,345,1200,29.50135,237.78212,3119.64111,29.50135,237.78212,3119.64111
1543,2678,17602,12/30/2010,Salt Lake,little water,2010-12-30,little water (run),95,40.672234,-111.626171,little water (run),1167,Fire Water,,Mill Creek Canyon,-1,220,1300,33.93555,56.07226,2878.27124,33.93555,56.07226,2878.27124
1544,2680,17604,12/30/2010,Salt Lake,murdock peak,2010-12-30,murdock peak,100,40.6934,-111.6051,murdock peak,1121,,,Mill Creek Canyon;Lambs Canyon,9602,0,2000,15.85883,315.7243,2921.06226,15.85883,315.7243,2921.06226
1546,2682,17608,12/30/2010,Salt Lake,mt raymond,2010-12-30,mt. raymond,95,40.6585,-111.7021,mt. raymond,2051,,,Big Cottonwood Canyon,10241,270,2000,30.73603,268.28088,3090.07227,30.73603,268.28088,3090.07227
1547,2683,17577,12/30/2010,Salt Lake,reynolds peak,2010-12-30,reynolds peak,100,40.662038,-111.645667,reynolds peak,2103,,,Big Cottonwood Canyon,9422,5,3000,19.4631,206.88184,2860.59937,19.4631,206.88184,2860.59937
1548,2684,17578,12/30/2010,Salt Lake,north shoulder reynolds peak,2010-12-30,reynolds peak,90,40.662038,-111.645667,reynolds peak,2103,,,Big Cottonwood Canyon,9422,5,3000,19.4631,206.88184,2860.59937,19.4631,206.88184,2860.59937
1549,2691,17584,12/29/2010,Salt Lake,american fork canyon,2010-12-29,american fork canyon,100,40.548848,-111.601477,american fork canyon,6255,,American Fork Canyon LF is also known as LF AF Canyon,Utah County,-1,305,3300,16.54148,57.80178,2441.70923,16.54148,57.80178,2441.70923
1550,2692,17601,12/29/2010,Salt Lake,lake peak aka point 10718,2010-12-29,lake peak,90,40.540997,-111.68386,lake peak,3518,No Name Peak,,Little Cottonwood Canyon,10718,175,2100,33.82166,254.35515,3226.83643,33.82166,254.35515,3226.83643
1553,2710,17556,12/25/2010,Salt Lake,brighton stupid chute (saddle between millicent and wolverine),2010-12-25,stupid chute,90,40.588604,-111.601201,stupid chute,2430,,,Big Cottonwood Canyon,-1,180,500,40.6875,3.82161,3177.05127,40.6875,3.82161,3177.05127
1554,2711,17557,12/25/2010,Salt Lake,"the huge chute, wolverine cirque",2010-12-25,the huge chute,90,40.587471,-111.608438,the huge chute,2450,,,Big Cottonwood Canyon,-1,210,500,35.277,253.01053,3198.99585,35.277,253.01053,3198.99585
1555,2712,17549,12/24/2010,Salt Lake,days-silver,2010-12-24,silver,90,40.65254,-111.593841,silver,2161,,,Big Cottonwood Canyon;Summit County,10006,20,1900,38.63286,279.54233,3034.24561,38.63286,279.54233,3034.24561
1556,2713,17552,12/24/2010,Salt Lake,east little pine slide path,2010-12-24,little pine,90,40.584264,-111.686197,little pine,3073,,,Little Cottonwood Canyon,-1,355,2500,46.49839,129.9325,2923.27832,46.49839,129.9325,2923.27832
1557,2714,17550,12/23/2010,Salt Lake,bighorn peak,2010-12-23,bighorn peak,100,40.522685,-111.744281,bighorn peak,6008,,,Salt Lake Valley;Utah County,10877,180,2000,39.61765,223.32423,3278.4751,39.61765,223.32423,3278.4751
1559,2724,17535,12/22/2010,Salt Lake,hidden canyon,2010-12-22,hidden canyon,100,40.601221,-111.570432,hidden canyon,2245,,,Big Cottonwood Canyon,-1,120,3000,14.36367,342.03839,2821.70117,14.36367,342.03839,2821.70117
1560,2726,17536,12/22/2010,Salt Lake,willow fk,2010-12-22,willow fork,90,40.634526,-111.599089,willow fork,2175,,,Big Cottonwood Canyon,-1,65,2000,5.59976,217.92462,2559.04834,5.59976,217.92462,2559.04834
1561,2730,17554,12/22/2010,Salt Lake,"cardiac ridge, cardiac bowl ",2010-12-22,cardiac bowl,90,40.595069,-111.664316,cardiac bowl,2687,,,Big Cottonwood Canyon,-1,220,2000,27.95099,53.99466,3135.11475,27.95099,53.99466,3135.11475
1562,2732,17555,12/22/2010,Salt Lake,little water,2010-12-22,little water (run),95,40.672234,-111.626171,little water (run),1167,Fire Water,,Mill Creek Canyon,-1,220,1300,33.93555,56.07226,2878.27124,33.93555,56.07226,2878.27124
1563,2733,17540,12/22/2010,Salt Lake,meadow chutes/silver fork,2010-12-22,meadow chutes,90,40.614,-111.6262,meadow chutes,2554,,This entire east-facing slope is LF usually called LF the Meadow Chutes.,Big Cottonwood Canyon,-1,270,1900,26.36225,105.63398,2846.97974,26.36225,105.63398,2846.97974
1564,2737,17532,12/21/2010,Salt Lake,ridge dividing e. willow and usa bowl,2010-12-21,usa bowl,90,40.6286,-111.5739,usa bowl,2206,,,Big Cottonwood Canyon,-1,45,3000,23.19416,221.8961,2874.16284,23.19416,221.8961,2874.16284
1568,2757,17515,12/18/2010,Salt Lake,red baldy - ridge toe,2010-12-18,red baldy,90,40.540299,-111.667211,red baldy,3506,,,Little Cottonwood Canyon;Utah County,11171,130,2000,31.66802,316.15115,3339.63354,31.66802,316.15115,3339.63354
1569,2758,17516,12/18/2010,Salt Lake,"holy toldeo, little superior",2010-12-18,little superior,90,40.59317,-111.661559,little superior,3111,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10489,320,700,29.18239,319.31097,3172.38867,29.18239,319.31097,3172.38867
1570,2759,17517,12/18/2010,Salt Lake,hallway couloir,2010-12-18,hallway,90,40.606276,-111.647237,hallway,2657,,,Big Cottonwood Canyon,-1,95,1000,46.01188,270.97699,2935.00391,46.01188,270.97699,2935.00391
1572,2772,17499,12/7/2010,Salt Lake,pioneer ridge near brighton resort,2010-12-07,pioneer ridge,90,40.581252,-111.582883,pioneer ridge,2302,,,Big Cottonwood Canyon;Wasatch County,10200,170,800,12.77566,345.45721,3105.40259,12.77566,345.45721,3105.40259
1573,2778,17492,11/29/2010,Salt Lake,little superior se aspect,2010-11-29,little superior,90,40.59317,-111.661559,little superior,3111,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10489,320,700,29.18239,319.31097,3172.38867,29.18239,319.31097,3172.38867
1575,2780,17496,11/29/2010,Salt Lake,southern most chute in toledo bowl,2010-11-29,toledo bowl,90,40.598509,-111.645282,toledo bowl,3143,,,Little Cottonwood Canyon,-1,335,800,21.13113,137.48256,3049.26196,21.13113,137.48256,3049.26196
1576,2781,17497,11/29/2010,Salt Lake,"rocky points: chutes 1,2 and 3 up from the pass; and dog lake chutes",2010-11-29,dog lake chutes,90,40.585078,-111.587702,dog lake chutes,2307,,,Big Cottonwood Canyon,-1,245,1000,13.90953,353.00702,2992.18604,13.90953,353.00702,2992.18604
1577,2782,17490,11/28/2010,Salt Lake,davenport hill,2010-11-28,davenport hill,100,40.599614,-111.622198,davenport hill,3166,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10120,210,1000,32.31819,289.51379,3053.93335,32.31819,289.51379,3053.93335
1578,2787,17485,11/25/2010,Salt Lake,broads fork,2010-11-25,broads fork,100,40.617894,-111.720238,broads fork,2895,,,Big Cottonwood Canyon,-1,160,2500,17.49144,351.94379,2350.58154,17.49144,351.94379,2350.58154
1579,2791,17483,11/22/2010,Salt Lake,"clayton peak, lake lackawaxen",2010-11-22,clayton peak,90,40.590726,-111.559995,clayton peak,2277,,,Big Cottonwood Canyon;Wasatch County,10721,110,2000,28.19754,268.87769,3237.56641,28.19754,268.87769,3237.56641
1580,2793,17473,11/21/2010,Salt Lake,"dog lake bowl, north ridge pioneer peak,",2010-11-21,pioneer peak,90,40.580747,-111.589234,pioneer peak,2366,,,Big Cottonwood Canyon;Wasatch County,10480,185,2000,30.06961,282.4697,3161.86914,30.06961,282.4697,3161.86914
